id,campaign_id,coupon_id,customer_id,redemption_status
317,13,796,474,0
318,13,786,450,0
320,8,694,1158,0
321,13,119,38,0
322,8,481,1089,0
325,13,940,1183,0
326,8,916,355,0
328,30,348,1357,0
329,26,855,1426,0
330,8,554,273,0
331,11,1012,776,0
332,8,792,727,0
335,10,968,737,0
336,13,625,136,0
337,9,105,553,0
342,26,470,1074,0
343,8,283,1373,0
345,8,554,293,0
346,13,161,626,0
347,8,6,654,0
351,12,466,1387,0
352,30,1036,1061,0
353,5,663,1346,0
355,30,742,1348,0
356,8,598,324,0
357,13,1112,130,0
359,26,797,214,1
360,8,744,306,0
361,13,480,686,0
362,8,63,691,0
363,13,556,639,0
365,13,909,1528,0
366,13,734,800,0
367,8,1085,392,0
368,7,1050,1208,0
369,13,113,684,0
370,13,27,1168,0
371,13,153,1315,0
372,13,949,441,0
374,26,1057,1046,0
378,8,1018,189,0
380,8,257,1006,0
383,26,327,523,0
384,10,279,1285,0
385,8,754,40,0
386,7,641,607,0
387,13,754,1103,1
389,13,694,108,0
391,11,980,106,0
392,13,1029,954,0
393,13,617,395,0
395,13,111,498,0
397,13,152,888,0
398,9,468,814,0
400,29,868,117,0
401,8,68,779,0
403,8,81,640,0
404,8,1045,1479,0
406,9,520,316,0
407,30,531,531,0
410,29,538,1212,0
411,13,1065,437,0
412,12,783,1026,0
413,13,434,297,0
417,13,949,973,0
418,13,888,691,0
419,29,265,1429,0
420,29,418,876,0
421,10,279,1372,0
423,29,1040,278,0
424,8,432,590,0
425,26,769,790,0
428,26,912,1238,0
430,8,11,764,0
435,8,46,473,0
438,10,106,566,0
440,13,723,1267,0
441,8,97,344,0
445,9,468,1202,0
446,13,1031,105,0
447,8,88,56,0
449,8,54,1195,0
450,8,682,1357,0
452,8,761,1368,0
454,8,733,594,0
455,8,807,776,0
456,11,571,1359,0
457,13,951,1334,0
461,13,511,89,0
463,8,1058,1471,0
465,8,598,1201,0
468,8,792,1234,0
469,30,324,566,0
470,26,492,1044,0
472,11,759,420,0
473,26,529,1464,0
474,13,601,866,0
475,13,262,561,0
478,26,925,1146,0
479,8,293,820,0
483,13,844,1563,0
484,8,889,1039,0
485,13,726,956,0
486,13,281,136,0
487,5,663,795,0
488,28,492,401,0
491,13,21,1419,0
492,4,16,808,0
494,13,780,448,0
495,12,1075,167,0
496,26,746,477,0
497,8,793,1085,0
499,12,107,268,0
502,9,19,1520,0
503,30,1015,1497,0
504,27,724,195,0
505,5,279,301,0
506,13,1025,819,0
507,8,672,797,0
508,4,860,1549,0
515,13,473,1200,0
516,8,616,39,0
517,5,955,88,0
518,13,155,445,0
519,29,896,1445,0
521,10,280,302,0
523,8,56,944,0
525,13,22,413,0
526,8,983,689,0
528,13,135,1389,0
529,8,532,704,0
530,26,466,969,0
531,8,725,852,0
532,8,810,815,0
533,13,139,1216,0
534,8,56,768,0
535,8,99,1538,0
536,30,563,153,0
538,8,285,1474,0
539,26,301,152,0
541,13,135,1246,0
543,8,87,839,0
545,8,919,1039,0
546,13,508,279,0
548,8,49,433,0
549,8,674,30,0
554,13,27,1061,0
555,8,75,43,0
557,13,167,1481,0
558,29,265,1212,0
560,30,683,1256,0
561,8,87,854,0
563,26,620,958,0
564,13,284,279,0
566,12,466,569,0
567,13,504,852,0
569,9,635,569,0
570,8,817,124,0
571,7,986,1084,0
572,26,367,766,0
575,8,481,651,0
576,8,247,1340,0
577,13,24,53,0
579,8,532,860,0
584,5,1043,301,0
589,8,885,1489,0
590,30,294,953,0
591,8,296,792,0
592,10,106,1419,0
594,13,773,996,0
596,8,66,516,0
598,8,81,243,0
599,13,26,71,0
601,26,514,387,0
603,8,989,1411,0
607,13,465,7,0
609,13,865,862,0
612,8,737,883,0
613,13,454,179,0
615,13,919,1210,0
617,12,779,439,0
618,13,586,872,0
620,13,672,1358,0
621,30,980,1554,0
623,13,954,734,0
626,12,492,537,0
628,4,16,957,0
634,13,162,866,0
635,5,1043,42,0
638,30,303,1458,0
639,13,504,1441,0
640,10,824,226,0
641,30,261,633,0
642,26,305,294,0
643,8,740,1044,0
644,13,129,973,0
646,8,433,478,0
647,5,663,829,0
648,30,260,1044,0
649,8,907,1321,0
650,8,1017,496,0
651,8,256,522,0
654,13,249,499,0
656,29,896,460,0
657,30,909,586,0
659,30,945,419,0
660,8,882,446,0
661,8,902,754,0
662,13,386,567,0
664,13,408,1192,0
665,8,58,637,0
666,12,470,1266,0
667,11,669,790,0
671,11,571,1481,0
672,9,635,760,0
673,10,732,1281,0
677,8,755,243,0
678,8,52,1064,0
680,13,468,289,0
681,13,694,1507,0
682,8,432,1412,0
683,13,510,586,0
684,26,852,1029,0
686,8,610,1073,0
687,8,13,1514,0
689,11,910,724,0
693,8,711,384,0
694,13,694,1015,0
695,13,249,1506,0
698,8,73,290,0
699,5,934,1194,0
701,13,408,1004,0
704,8,884,175,0
705,29,985,96,0
706,8,271,1305,0
708,13,786,1073,0
710,26,937,1528,0
711,30,818,365,0
712,13,422,38,0
714,9,870,6,0
715,29,750,1167,0
718,8,494,815,0
719,29,443,152,0
721,29,896,207,0
722,8,658,1436,0
723,13,751,572,0
724,8,424,1434,0
731,30,354,273,0
732,30,773,1106,0
733,6,677,1101,0
735,13,714,748,0
736,3,670,444,0
740,8,810,276,0
741,8,14,528,0
742,8,1000,1112,0
743,8,1085,42,0
746,13,756,15,0
748,30,468,910,0
750,30,362,1140,0
751,4,459,41,0
754,12,783,528,0
759,13,434,277,0
760,4,803,807,0
762,13,158,850,0
764,26,502,1405,0
765,13,756,964,0
767,13,588,823,0
769,13,681,209,0
771,30,341,90,0
773,26,979,510,0
774,30,924,650,0
775,13,513,161,0
776,8,682,938,0
777,8,989,514,0
778,13,653,310,0
779,29,416,102,0
780,13,153,1488,0
782,8,761,289,0
784,26,916,1469,0
785,26,745,989,0
787,13,734,732,0
789,8,812,353,0
792,30,773,1320,0
794,12,1075,789,0
795,9,535,74,0
796,8,733,74,0
799,8,793,1536,0
800,29,458,1445,0
803,13,1027,854,0
806,13,23,159,0
809,8,7,25,0
810,12,470,132,0
812,9,468,570,0
813,10,457,1463,0
814,30,351,1383,0
815,13,608,331,0
816,11,658,183,0
817,13,756,1168,0
819,11,658,392,0
820,28,407,1387,0
821,13,25,257,0
823,9,578,1147,0
824,13,141,89,0
825,26,752,1332,0
826,11,506,195,0
829,13,275,787,0
830,26,2,261,0
831,26,344,648,0
832,29,416,19,0
833,8,754,1388,0
835,13,865,1481,0
836,26,852,225,0
838,13,159,649,0
840,13,504,1335,0
841,8,48,143,0
842,29,621,1045,0
843,13,1083,142,0
846,10,934,957,0
847,8,69,892,0
848,13,685,314,0
850,13,890,1122,0
851,13,844,316,0
852,30,946,1576,0
853,8,46,582,0
854,8,1045,1026,0
855,8,812,603,0
856,13,763,535,0
857,13,885,1419,0
858,8,581,58,0
859,13,1108,27,0
860,13,726,1343,0
861,13,778,899,0
862,8,433,574,0
863,8,6,1259,0
867,9,19,1386,0
868,30,320,1259,0
869,30,310,569,0
870,13,705,1520,0
872,8,928,520,0
873,2,559,1241,0
874,29,416,1324,0
875,26,410,823,0
878,30,370,1472,0
879,13,125,545,0
880,8,63,338,0
881,13,167,749,0
882,8,970,355,0
883,12,526,283,0
884,11,971,1352,0
885,13,113,988,0
886,9,578,495,0
888,8,60,1357,0
892,29,787,570,0
893,13,675,1263,0
894,12,1063,424,0
897,13,440,7,0
899,5,689,1415,0
901,8,447,236,0
902,11,571,240,0
904,8,964,307,0
906,8,88,910,0
907,8,68,118,0
909,13,561,871,0
910,13,468,103,0
911,13,606,464,0
912,30,821,946,0
913,13,134,1371,0
915,8,84,484,0
916,30,984,1542,0
922,26,748,1402,0
923,13,556,968,0
924,13,152,520,0
925,7,1102,1124,0
930,13,513,1458,0
932,8,449,1331,0
933,13,110,205,0
935,29,418,960,0
936,8,292,460,0
940,13,151,831,0
942,8,101,993,0
944,8,283,691,0
945,5,934,557,0
946,13,166,1091,0
948,13,129,971,0
949,13,1070,1582,0
951,12,1063,394,0
953,8,544,1178,0
955,7,687,665,0
956,8,879,1404,0
957,30,529,1310,0
959,29,538,863,0
962,8,1059,346,0
963,13,434,413,0
965,8,247,7,0
966,30,1024,1106,0
967,8,101,1581,0
968,13,734,635,0
969,13,152,356,0
970,13,140,463,0
973,26,898,984,0
974,8,922,257,0
975,13,134,1300,0
977,8,604,692,0
978,26,775,1429,0
979,29,3,1467,0
981,26,1006,151,0
982,13,705,197,0
983,13,150,379,0
985,13,766,435,0
987,8,513,1271,0
988,8,93,1003,0
990,5,279,1334,0
991,8,90,969,0
993,8,248,1579,0
994,26,451,1575,0
996,8,656,122,0
998,13,21,1457,1
999,13,515,676,0
1001,26,1031,758,0
1002,13,1027,337,0
1003,8,59,1387,0
1004,8,6,611,0
1007,8,99,830,0
1008,12,109,1166,0
1009,8,296,274,0
1010,8,705,1043,0
1011,13,166,74,0
1012,30,865,340,0
1013,12,470,416,0
1016,26,306,358,0
1017,13,770,969,0
1018,7,687,1477,0
1019,8,583,1199,0
1020,13,470,1060,0
1024,13,23,161,0
1026,13,131,1465,0
1030,5,689,1073,0
1031,13,413,1347,0
1032,13,672,440,0
1035,30,541,795,0
1036,26,2,1125,0
1038,29,443,1162,0
1039,8,865,791,0
1041,11,658,565,0
1042,8,579,304,0
1043,12,108,939,0
1046,8,1017,1447,0
1047,8,55,1204,0
1048,13,731,915,0
1050,9,578,877,0
1052,13,516,98,0
1059,8,501,79,0
1062,30,659,641,0
1063,13,995,1193,0
1064,11,1099,776,0
1065,8,248,1408,0
1066,9,287,760,0
1068,13,603,665,0
1070,26,379,1320,0
1071,13,588,930,0
1072,30,474,317,0
1074,8,1086,1238,0
1076,8,581,691,0
1077,8,69,516,0
1078,13,770,993,0
1079,10,934,844,0
1082,8,885,283,0
1083,13,1100,967,0
1084,9,989,868,0
1085,2,583,375,0
1086,26,776,834,0
1088,30,354,151,0
1089,13,891,34,0
1091,8,544,163,0
1093,8,812,703,0
1094,26,358,506,0
1095,28,977,583,0
1096,7,392,316,0
1097,13,556,586,0
1098,8,884,741,0
1100,8,430,1475,0
1102,8,247,1069,0
1103,30,997,641,0
1104,26,754,402,0
1106,28,1062,1547,0
1108,30,479,523,0
1109,29,1081,1432,0
1110,6,677,1192,1
1112,29,750,181,0
1115,13,170,872,0
1116,13,901,590,0
1119,26,620,1363,0
1121,11,1099,1451,0
1122,13,168,733,0
1123,13,470,393,0
1126,8,98,974,0
1127,4,791,185,0
1128,29,1040,1165,0
1129,8,981,848,0
1130,9,468,119,0
1131,13,420,1255,0
1132,8,63,865,0
1134,13,136,8,0
1135,13,763,835,0
1136,30,683,1564,0
1138,30,343,263,0
1139,13,586,1136,1
1140,30,616,502,0
1141,8,55,195,0
1142,29,715,1384,0
1144,8,1000,1375,0
1145,9,18,15,0
1147,8,276,1382,0
1150,28,525,590,0
1151,13,608,1011,0
1154,8,604,1046,0
1156,2,744,679,0
1159,30,351,619,0
1160,9,19,1412,0
1163,13,138,441,0
1164,13,512,833,0
1165,26,475,849,0
1167,3,389,1457,0
1168,3,584,67,0
1169,29,943,1329,0
1170,8,48,1064,0
1172,29,1046,1162,0
1173,5,455,1064,0
1174,29,982,189,0
1176,5,663,823,0
1177,30,381,823,0
1178,5,455,565,0
1180,29,750,386,0
1181,30,428,11,0
1188,13,154,864,0
1189,13,124,1103,0
1190,30,1074,175,0
1191,26,375,1397,0
1195,13,653,878,0
1196,13,25,703,0
1200,30,1036,153,0
1201,12,1075,1388,0
1202,8,288,376,0
1203,8,808,758,0
1206,8,579,1451,0
1207,7,392,1065,0
1211,13,132,1532,0
1213,13,168,332,0
1214,8,276,1077,0
1218,30,354,449,0
1220,13,891,1472,0
1221,8,296,243,0
1222,8,654,409,0
1225,8,741,1551,0
1227,13,744,653,0
1228,1,1026,344,0
1229,11,1012,750,0
1230,8,723,1390,0
1231,13,137,570,0
1232,8,902,1411,0
1235,29,443,7,0
1236,4,16,538,0
1238,9,105,24,0
1240,8,62,485,0
1242,13,881,298,0
1243,13,844,64,0
1244,8,1059,46,0
1245,13,22,1295,0
1249,13,137,926,0
1250,28,378,1387,0
1252,9,105,1318,0
1253,26,735,1547,0
1254,29,896,1329,0
1255,30,980,833,0
1256,13,470,810,0
1257,26,453,455,0
1258,9,788,647,0
1259,8,694,347,0
1260,12,109,649,0
1262,13,473,1333,0
1265,8,1070,1512,0
1266,8,10,935,0
1272,13,473,807,0
1274,8,906,504,0
1275,29,800,786,0
1279,26,379,1287,0
1281,8,60,807,0
1286,29,3,659,0
1287,4,651,1232,0
1288,5,893,567,0
1290,13,992,107,0
1291,26,519,1210,0
1292,11,913,183,0
1293,8,447,1378,0
1294,29,787,911,0
1296,8,627,143,0
1297,26,1020,619,0
1299,8,269,658,0
1302,8,494,21,0
1303,8,1015,28,0
1304,13,467,725,0
1305,8,11,266,0
1307,8,808,1209,0
1308,30,1103,141,0
1309,13,885,1344,0
1310,13,744,5,0
1311,12,107,554,0
1312,8,1081,1124,0
1313,29,3,413,0
1316,8,276,391,0
1319,8,772,1169,0
1324,12,526,452,0
1330,8,705,989,0
1331,13,1007,616,0
1333,26,630,578,0
1334,10,1043,1372,0
1335,28,853,787,0
1336,8,911,888,0
1339,9,788,369,0
1340,8,806,956,0
1341,13,685,1158,0
1342,7,1102,1438,0
1345,13,780,66,0
1346,12,1063,1298,0
1347,8,76,1087,0
1348,29,696,386,0
1351,8,1058,579,0
1352,13,130,1377,0
1356,29,621,184,0
1357,8,1086,288,0
1358,3,670,67,0
1360,8,757,1049,0
1361,4,860,209,0
1362,8,433,602,0
1363,13,960,279,0
1364,13,1033,1190,0
1365,29,982,569,0
1368,10,824,729,0
1370,8,90,1008,0
1371,5,934,866,0
1372,8,1073,1259,0
1374,13,979,1059,0
1375,29,674,386,0
1376,13,504,23,0
1379,8,806,206,0
1380,13,26,1465,0
1383,4,591,1549,0
1388,8,64,1371,0
1389,11,795,1160,0
1391,13,515,749,0
1393,5,455,7,0
1395,8,627,573,0
1396,8,293,1450,0
1397,9,578,1417,0
1398,7,986,478,0
1399,13,141,1491,0
1402,29,416,81,0
1403,8,1018,210,0
1404,13,511,1069,0
1405,29,443,874,0
1406,27,1098,1192,0
1407,26,1000,1396,0
1408,28,441,189,0
1409,11,795,832,0
1412,7,1050,1146,0
1415,13,164,166,0
1416,8,82,450,0
1418,8,772,498,0
1419,30,921,310,0
1420,13,888,1533,0
1421,13,152,33,0
1422,4,651,1040,0
1424,7,1102,772,0
1425,9,578,661,0
1426,9,444,1520,0
1429,30,747,202,0
1433,13,273,1175,0
1434,29,613,865,0
1435,8,58,697,0
1436,11,571,832,0
1437,30,354,412,0
1438,8,907,483,0
1439,8,470,529,0
1442,29,1046,855,0
1443,13,756,279,0
1444,8,49,1300,0
1445,8,513,683,0
1446,30,747,1347,0
1447,11,669,377,0
1448,9,896,1505,0
1449,30,866,1258,0
1451,13,754,1319,1
1452,13,161,321,0
1453,13,465,929,0
1455,8,772,694,0
1456,8,554,1280,0
1461,7,392,1531,0
1463,8,50,84,0
1464,10,732,73,0
1465,8,433,84,0
1466,11,506,694,0
1467,26,694,234,0
1471,13,125,978,0
1473,8,49,1223,0
1474,8,437,841,0
1477,4,591,957,0
1478,8,8,1085,0
1479,8,470,544,0
1480,8,544,1551,0
1481,8,674,386,0
1483,8,51,198,0
1484,2,642,233,0
1485,13,422,1054,0
1486,8,707,176,0
1488,8,804,995,0
1490,26,667,964,0
1491,7,1102,1147,0
1493,13,714,996,0
1498,13,679,724,0
1500,9,520,455,0
1501,13,1114,686,0
1502,26,407,642,0
1503,8,69,1312,0
1504,30,939,378,0
1505,13,25,1558,0
1506,26,634,958,0
1508,9,896,665,0
1509,13,644,428,0
1510,8,481,1516,0
1512,8,942,587,0
1513,5,955,1046,0
1514,13,413,820,0
1515,13,139,401,0
1516,13,135,1035,0
1522,8,77,1003,0
1524,30,668,1436,0
1525,9,607,15,0
1526,13,979,1133,0
1529,13,151,752,0
1530,26,636,131,0
1532,8,65,186,0
1533,8,1110,1373,0
1537,8,707,363,0
1538,8,81,743,0
1542,8,292,248,0
1544,7,691,609,0
1547,30,924,321,0
1548,5,689,688,0
1549,13,885,1339,0
1550,11,1099,301,0
1553,8,906,171,0
1554,8,658,1185,0
1558,13,891,550,0
1559,13,144,988,0
1561,10,431,987,0
1562,11,971,1259,0
1563,8,658,1537,0
1564,30,946,283,0
1565,8,865,277,0
1567,13,940,478,0
1568,30,914,1351,0
1569,30,666,1041,0
1570,26,569,1544,0
1571,7,641,609,0
1573,8,623,405,0
1578,13,468,324,0
1579,26,322,46,0
1580,13,940,1193,0
1582,30,351,895,0
1583,11,1012,1434,0
1584,8,76,1358,0
1585,8,92,1565,0
1588,8,288,1538,0
1591,8,437,757,0
1593,26,1115,1157,0
1594,8,470,510,0
1596,30,360,58,0
1597,13,888,174,0
1598,13,542,862,0
1599,11,669,189,0
1601,8,1073,1330,0
1603,11,571,47,0
1604,11,1044,1115,0
1605,26,746,1298,0
1606,13,1021,1124,0
1607,8,705,342,0
1608,8,1085,19,0
1609,26,262,524,0
1615,8,1063,87,0
1616,26,985,1226,0
1617,29,443,184,0
1619,11,1012,724,0
1621,26,307,93,0
1623,30,961,1387,0
1624,13,731,1208,0
1625,8,915,1290,0
1626,26,473,1418,0
1628,8,723,1550,0
1629,13,758,87,0
1630,13,155,843,0
1631,8,46,327,0
1635,13,1100,249,0
1637,5,1043,1182,0
1638,7,1050,299,0
1639,26,749,99,0
1640,10,996,828,0
1641,8,674,1582,1
1644,8,727,1131,0
1646,29,975,863,0
1647,30,974,37,0
1648,11,669,1134,0
1649,13,944,1460,0
1650,13,949,740,0
1653,13,734,1091,0
1655,13,140,1216,0
1656,13,850,829,0
1657,8,66,808,0
1658,4,651,416,0
1660,13,1070,1033,0
1661,8,711,151,0
1663,13,504,515,0
1664,13,120,240,0
1668,8,810,1027,0
1669,8,75,1418,0
1670,12,109,467,0
1671,13,1112,778,0
1672,7,392,222,0
1675,8,738,78,0
1676,8,979,62,0
1678,13,117,937,0
1680,8,97,8,0
1681,26,489,310,0
1682,13,944,394,0
1683,12,470,1555,0
1684,30,468,225,0
1685,13,121,729,0
1688,13,516,50,0
1690,30,431,1274,0
1692,8,755,1141,0
1693,10,106,621,0
1694,13,578,541,0
1695,8,77,791,0
1696,8,87,556,0
1699,13,24,860,0
1701,10,457,302,0
1705,30,625,490,0
1706,13,694,588,0
1707,8,567,1136,0
1709,29,619,1324,0
1710,8,583,195,0
1714,8,747,1056,0
1715,13,434,1284,0
1718,26,375,171,0
1719,8,53,1461,0
1721,13,786,524,0
1723,8,75,151,0
1724,5,663,1134,0
1725,13,625,519,0
1729,8,879,966,0
1732,9,691,1463,0
1733,13,157,627,0
1736,26,319,275,0
1737,26,476,834,0
1738,12,109,905,0
1743,8,72,952,0
1745,29,787,338,0
1746,3,321,1025,0
1747,13,979,1187,0
1756,13,773,615,0
1758,13,244,89,0
1760,30,439,787,0
1761,8,68,1134,0
1762,8,293,823,0
1763,8,99,1266,0
1768,8,80,1210,0
1771,7,1102,561,0
1772,30,1036,38,0
1773,9,19,1398,0
1774,13,719,565,0
1775,30,1074,1384,0
1776,26,870,751,0
1779,2,744,233,0
1781,13,468,179,0
1782,13,979,1023,0
1784,13,1032,581,0
1785,8,919,1238,0
1787,26,350,576,0
1789,13,293,888,0
1790,29,1081,1429,0
1791,8,1002,754,0
1792,9,989,205,0
1795,5,1105,8,0
1797,13,124,552,0
1798,9,578,63,1
1802,8,46,167,0
1804,29,696,1212,0
1806,13,780,63,0
1809,8,532,1136,0
1810,8,544,1405,0
1812,13,120,412,0
1813,8,470,189,0
1814,30,276,435,0
1816,30,4,1481,0
1817,8,915,992,0
1818,8,757,1187,0
1821,9,18,1169,0
1823,8,276,271,0
1824,13,586,620,0
1827,8,269,1058,0
1828,8,792,1071,0
1832,8,102,1520,0
1833,26,375,121,0
1834,5,955,1491,0
1837,13,130,1065,0
1840,9,870,1486,0
1841,13,1028,73,0
1843,8,83,958,0
1844,8,86,345,0
1845,10,824,1441,0
1851,28,650,189,0
1853,5,689,1332,0
1857,30,894,1274,0
1859,8,383,1428,0
1860,30,355,195,0
1861,26,569,15,1
1862,13,112,615,0
1863,11,571,1224,0
1864,13,542,1446,0
1865,13,418,324,0
1866,11,658,559,0
1867,9,989,999,0
1868,8,672,963,0
1870,7,687,905,0
1871,11,1012,749,0
1873,8,674,943,0
1874,30,1074,269,0
1875,13,277,719,0
1877,13,139,548,0
1878,8,1086,433,0
1881,13,143,239,0
1883,30,1001,566,0
1884,11,1012,755,0
1885,13,483,590,0
1886,13,744,919,0
1889,30,423,621,0
1890,13,679,1365,0
1891,5,934,1381,0
1893,26,369,1565,0
1896,8,865,295,0
1897,7,17,265,0
1899,8,66,207,0
1902,26,338,358,0
1905,8,102,1470,0
1906,13,129,769,0
1909,8,46,1036,0
1910,30,659,1441,0
1912,11,971,1011,0
1913,8,296,598,0
1915,8,738,1404,0
1916,11,1044,408,0
1918,8,705,676,0
1919,7,17,602,0
1920,13,516,309,0
1921,13,786,338,0
1922,8,711,1244,0
1924,26,464,1132,0
1926,8,62,51,0
1927,5,1105,1466,0
1930,8,50,951,0
1931,29,785,973,0
1932,13,778,1457,0
1933,8,793,283,0
1935,13,110,246,0
1940,8,928,1444,0
1941,8,1110,496,0
1943,8,700,13,0
1947,26,1019,493,0
1949,8,907,151,0
1950,26,854,841,0
1953,30,773,1497,0
1954,13,815,508,0
1955,26,1087,732,0
1956,26,453,90,0
1958,13,27,1240,0
1959,13,166,1481,0
1963,13,480,1255,0
1964,13,512,963,0
1967,30,423,1520,0
1968,13,480,913,0
1969,26,1043,631,0
1970,13,165,473,0
1971,8,49,832,0
1972,29,418,1562,0
1974,13,692,1175,0
1975,30,320,231,0
1977,8,817,873,0
1981,29,538,1309,0
1982,30,773,262,0
1983,13,909,224,0
1986,8,271,637,0
1987,9,788,1460,0
1988,12,819,484,0
1989,13,249,1142,0
1992,7,1050,1164,0
1994,13,510,808,0
1995,12,492,772,0
1996,8,80,949,0
1997,30,308,1061,0
1998,30,798,993,0
2003,8,805,1134,0
2004,13,1029,533,0
2005,13,142,966,0
2006,13,23,608,1
2008,13,131,1152,0
2010,8,513,1580,0
2013,8,432,776,0
2015,30,510,621,0
2016,12,466,1124,0
2018,8,682,1397,0
2020,29,448,57,0
2021,30,486,531,0
2023,26,660,606,0
2024,8,65,837,0
2026,13,170,395,0
2027,13,685,572,0
2028,29,3,363,0
2033,13,1045,1231,0
2035,3,836,590,0
2037,5,455,83,0
2041,29,597,1055,0
2042,9,578,755,0
2043,13,603,782,0
2047,8,383,797,0
2048,8,727,649,0
2049,9,989,192,0
2051,13,517,1012,0
2056,13,556,204,0
2058,8,94,682,0
2060,9,788,1410,0
2063,7,17,661,0
2066,13,244,821,0
2067,9,989,1582,0
2068,13,119,905,0
2069,7,691,550,0
2071,13,284,310,0
2072,26,925,46,0
2073,13,919,1458,0
2075,13,27,351,0
2076,9,18,1037,0
2079,8,723,1165,0
2080,8,989,128,0
2082,9,520,868,0
2084,26,246,1019,0
2085,11,795,755,0
2087,13,293,1412,0
2088,13,1047,615,0
2090,30,426,37,0
2091,13,114,461,0
2092,8,738,264,0
2093,26,468,626,1
2094,5,934,1372,0
2095,9,578,119,0
2096,9,575,962,0
2097,26,710,1261,0
2098,13,165,89,0
2101,30,638,88,0
2102,12,1063,293,0
2106,13,151,246,0
2111,13,150,280,0
2112,13,140,649,0
2114,29,265,413,0
2115,8,805,753,0
2116,28,650,1025,0
2118,8,537,1184,0
2120,26,470,279,0
2122,13,162,317,0
2124,13,150,966,0
2125,8,583,892,0
2129,30,948,235,0
2132,13,146,473,0
2134,8,623,124,0
